"year","month","cell_id","sat","n_fires"
2010,10,1,"A",5
2010,10,1,"T",6
2010,10,3,"A",3
2010,10,3,"T",2
2010,10,4,"A",3
2010,10,4,"T",12
2010,10,5,"A",4
2010,10,5,"T",4
2010,10,6,"T",3
2010,10,13,"A",1
2010,10,14,"A",23
2010,10,14,"T",23
2010,10,15,"A",145
2010,10,15,"T",86
2010,10,16,"A",19
2010,10,16,"T",40
2010,10,17,"A",63
2010,10,17,"T",33
2010,10,18,"A",50
2010,10,18,"T",18
2010,10,24,"A",5
2010,10,24,"T",7
2010,10,25,"A",46
2010,10,25,"T",26
2010,10,26,"A",27
2010,10,26,"T",10
2010,10,27,"A",12
2010,10,27,"T",3
2010,10,28,"A",35
2010,10,28,"T",34
2010,10,29,"A",101
2010,10,29,"T",57
2010,10,30,"A",73
2010,10,30,"T",51
2010,10,35,"A",85
2010,10,35,"T",38
2010,10,36,"A",20
2010,10,36,"T",2
2010,10,37,"A",45
2010,10,37,"T",6
2010,10,38,"A",35
2010,10,38,"T",2
2010,10,39,"A",185
2010,10,39,"T",57
2010,10,40,"A",600
2010,10,40,"T",207
2010,10,41,"A",1510
2010,10,41,"T",875
2010,10,42,"A",890
2010,10,42,"T",468
2010,10,43,"A",279
2010,10,43,"T",112
2010,10,44,"A",4
2010,10,46,"A",104
2010,10,46,"T",47
2010,10,47,"A",510
2010,10,47,"T",109
2010,10,48,"A",280
2010,10,48,"T",184
2010,10,49,"A",410
2010,10,49,"T",265
2010,10,50,"A",552
2010,10,50,"T",411
2010,10,51,"A",547
2010,10,51,"T",350
2010,10,52,"A",1379
2010,10,52,"T",918
2010,10,53,"A",3550
2010,10,53,"T",2237
2010,10,54,"A",804
2010,10,54,"T",329
2010,10,55,"A",60
2010,10,55,"T",80
2010,10,57,"A",2
2010,10,57,"T",1
2010,10,58,"A",174
2010,10,58,"T",50
2010,10,59,"A",347
2010,10,59,"T",221
2010,10,60,"A",1585
2010,10,60,"T",1115
2010,10,61,"A",1200
2010,10,61,"T",952
2010,10,62,"A",1023
2010,10,62,"T",1095
2010,10,63,"A",1490
2010,10,63,"T",1256
2010,10,64,"A",3225
2010,10,64,"T",1766
2010,10,65,"A",1018
2010,10,65,"T",139
2010,10,70,"A",51
2010,10,70,"T",22
2010,10,71,"A",2291
2010,10,71,"T",815
2010,10,72,"A",772
2010,10,72,"T",469
2010,10,73,"A",403
2010,10,73,"T",306
2010,10,74,"A",430
2010,10,74,"T",205
2010,10,75,"A",676
2010,10,75,"T",205
2010,10,76,"A",192
2010,10,76,"T",28
2010,10,81,"A",3
2010,10,81,"T",7
2010,10,82,"A",588
2010,10,82,"T",408
2010,10,83,"A",1171
2010,10,83,"T",782
2010,10,84,"A",269
2010,10,84,"T",63
2010,10,85,"A",146
2010,10,85,"T",227
2010,10,86,"A",88
2010,10,86,"T",9
2010,10,87,"A",2
2010,10,87,"T",4
2010,10,92,"A",6
2010,10,92,"T",9
2010,10,93,"A",761
2010,10,93,"T",515
2010,10,94,"A",584
2010,10,94,"T",494
2010,10,95,"A",195
2010,10,95,"T",42
2010,10,96,"A",76
2010,10,96,"T",18
2010,10,102,"T",3
2010,10,103,"A",32
2010,10,103,"T",24
2010,10,104,"A",25
2010,10,104,"T",30
2010,10,105,"A",57
2010,10,105,"T",61
2010,10,106,"A",45
2010,10,106,"T",35
2010,10,113,"A",28
2010,10,113,"T",15
2010,10,114,"A",3
2010,10,114,"T",5
2010,10,115,"A",4
2010,10,115,"T",16
2010,10,116,"A",11
2010,10,116,"T",25
2010,10,NA,"A",8
2010,10,NA,"T",6
2001,10,3,"T",3
2001,10,4,"T",5
2001,10,5,"T",2
2001,10,14,"T",7
2001,10,15,"T",5
2001,10,16,"T",8
2001,10,17,"T",5
2001,10,24,"T",10
2001,10,25,"T",14
2001,10,27,"T",1
2001,10,28,"T",4
2001,10,29,"T",1
2001,10,30,"T",6
2001,10,35,"T",26
2001,10,36,"T",1
2001,10,38,"T",2
2001,10,39,"T",16
2001,10,40,"T",19
2001,10,41,"T",97
2001,10,42,"T",82
2001,10,43,"T",8
2001,10,44,"T",1
2001,10,46,"T",11
2001,10,47,"T",14
2001,10,48,"T",54
2001,10,49,"T",35
2001,10,50,"T",36
2001,10,51,"T",31
2001,10,52,"T",129
2001,10,53,"T",395
2001,10,54,"T",31
2001,10,55,"T",21
2001,10,58,"T",3
2001,10,59,"T",100
2001,10,60,"T",189
2001,10,61,"T",219
2001,10,62,"T",662
2001,10,63,"T",137
2001,10,64,"T",220
2001,10,65,"T",28
2001,10,69,"T",1
2001,10,70,"T",6
2001,10,71,"T",45
2001,10,72,"T",257
2001,10,73,"T",111
2001,10,74,"T",10
2001,10,75,"T",1
2001,10,76,"T",6
2001,10,82,"T",11
2001,10,83,"T",232
2001,10,84,"T",22
2001,10,85,"T",1
2001,10,92,"T",2
2001,10,93,"T",54
2001,10,94,"T",52
2001,10,102,"T",5
2001,10,104,"T",5
2010,10,1,"A",6
2010,10,1,"T",1
2010,10,3,"A",7
2010,10,3,"T",3
2010,10,4,"A",30
2010,10,4,"T",54
2010,10,5,"A",25
2010,10,5,"T",16
2010,10,14,"A",49
2010,10,14,"T",27
2010,10,15,"A",571
2010,10,15,"T",409
2010,10,16,"A",136
2010,10,16,"T",52
2010,10,17,"A",79
2010,10,17,"T",37
2010,10,18,"A",141
2010,10,18,"T",39
2010,10,24,"A",12
2010,10,25,"A",139
2010,10,25,"T",81
2010,10,26,"A",95
2010,10,26,"T",57
2010,10,27,"A",5
2010,10,28,"A",81
2010,10,28,"T",49
2010,10,29,"A",121
2010,10,29,"T",44
2010,10,30,"A",214
2010,10,30,"T",75
2010,10,35,"A",152
2010,10,35,"T",59
2010,10,36,"A",26
2010,10,36,"T",8
2010,10,37,"A",34
2010,10,37,"T",4
2010,10,38,"A",61
2010,10,39,"A",353
2010,10,39,"T",40
2010,10,40,"A",846
2010,10,40,"T",241
2010,10,41,"A",2442
2010,10,41,"T",1040
2010,10,42,"A",1396
2010,10,42,"T",619
2010,10,43,"A",431
2010,10,43,"T",48
2010,10,44,"A",21
2010,10,44,"T",3
2010,10,46,"A",87
2010,10,46,"T",25
2010,10,47,"A",143
2010,10,47,"T",18
2010,10,48,"A",177
2010,10,48,"T",56
2010,10,49,"A",489
2010,10,49,"T",119
2010,10,50,"A",364
2010,10,50,"T",142
2010,10,51,"A",398
2010,10,51,"T",194
2010,10,52,"A",1467
2010,10,52,"T",614
2010,10,53,"A",1934
2010,10,53,"T",1015
2010,10,54,"A",643
2010,10,54,"T",208
2010,10,55,"A",32
2010,10,55,"T",90
2010,10,57,"A",1
2010,10,57,"T",1
2010,10,58,"A",57
2010,10,58,"T",20
2010,10,59,"A",416
2010,10,59,"T",164
2010,10,60,"A",828
2010,10,60,"T",783
2010,10,61,"A",995
2010,10,61,"T",551
2010,10,62,"A",888
2010,10,62,"T",850
2010,10,63,"A",1065
2010,10,63,"T",750
2010,10,64,"A",942
2010,10,64,"T",705
2010,10,65,"A",260
2010,10,65,"T",59
2010,10,69,"A",1
2010,10,70,"A",78
2010,10,70,"T",14
2010,10,71,"A",2186
2010,10,71,"T",1258
2010,10,72,"A",1337
2010,10,72,"T",894
2010,10,73,"A",717
2010,10,73,"T",701
2010,10,74,"A",334
2010,10,74,"T",258
2010,10,75,"A",510
2010,10,75,"T",169
2010,10,76,"A",250
2010,10,76,"T",78
2010,10,81,"A",4
2010,10,81,"T",3
2010,10,82,"A",984
2010,10,82,"T",618
2010,10,83,"A",1363
2010,10,83,"T",1108
2010,10,84,"A",420
2010,10,84,"T",204
2010,10,85,"A",539
2010,10,85,"T",678
2010,10,86,"A",126
2010,10,86,"T",51
2010,10,87,"A",8
2010,10,87,"T",4
2010,10,92,"A",7
2010,10,92,"T",4
2010,10,93,"A",1069
2010,10,93,"T",528
2010,10,94,"A",444
2010,10,94,"T",414
2010,10,95,"A",311
2010,10,95,"T",79
2010,10,96,"A",193
2010,10,96,"T",32
2010,10,102,"A",5
2010,10,102,"T",2
2010,10,103,"A",43
2010,10,103,"T",32
2010,10,104,"A",58
2010,10,104,"T",48
2010,10,105,"A",85
2010,10,105,"T",86
2010,10,106,"A",43
2010,10,106,"T",52
2010,10,113,"A",18
2010,10,113,"T",18
2010,10,114,"T",7
2010,10,115,"A",7
2010,10,115,"T",9
2010,10,116,"A",8
2010,10,116,"T",14
2010,10,NA,"A",1
2001,10,1,"T",1
2001,10,3,"T",6
2001,10,4,"T",32
2001,10,5,"T",23
2001,10,6,"T",1
2001,10,14,"T",29
2001,10,15,"T",227
2001,10,16,"T",97
2001,10,17,"T",73
2001,10,18,"T",42
2001,10,24,"T",39
2001,10,25,"T",93
2001,10,26,"T",19
2001,10,27,"T",5
2001,10,28,"T",133
2001,10,29,"T",163
2001,10,30,"T",185
2001,10,35,"T",209
2001,10,37,"T",2
2001,10,38,"T",11
2001,10,39,"T",383
2001,10,40,"T",864
2001,10,41,"T",2401
2001,10,42,"T",1251
2001,10,43,"T",69
2001,10,44,"T",4
2001,10,46,"T",21
2001,10,47,"T",26
2001,10,48,"T",202
2001,10,49,"T",532
2001,10,50,"T",358
2001,10,51,"T",329
2001,10,52,"T",362
2001,10,53,"T",1079
2001,10,54,"T",496
2001,10,55,"T",163
2001,10,57,"T",2
2001,10,58,"T",18
2001,10,59,"T",139
2001,10,60,"T",705
2001,10,61,"T",2105
2001,10,62,"T",3200
2001,10,63,"T",746
2001,10,64,"T",1498
2001,10,65,"T",337
2001,10,69,"T",4
2001,10,70,"T",33
2001,10,71,"T",608
2001,10,72,"T",1553
2001,10,73,"T",802
2001,10,74,"T",249
2001,10,75,"T",245
2001,10,76,"T",82
2001,10,82,"T",212
2001,10,83,"T",1346
2001,10,84,"T",464
2001,10,85,"T",539
2001,10,86,"T",124
2001,10,87,"T",4
2001,10,92,"T",5
2001,10,93,"T",411
2001,10,94,"T",571
2001,10,95,"T",204
2001,10,96,"T",47
2001,10,102,"T",6
2001,10,103,"T",10
2001,10,104,"T",104
2001,10,105,"T",36
2001,10,106,"T",13
2001,10,113,"T",14
2001,10,114,"T",12
2001,10,115,"T",2
2001,10,116,"T",24
2010,2,1,"A",39
2010,2,1,"T",18
2010,2,3,"A",408
2010,2,3,"T",254
2010,2,4,"A",843
2010,2,4,"T",509
2010,2,5,"A",388
2010,2,5,"T",111
2010,2,6,"A",62
2010,2,6,"T",8
2010,2,12,"A",20
2010,2,12,"T",13
2010,2,13,"A",54
2010,2,13,"T",46
2010,2,14,"A",768
2010,2,14,"T",318
2010,2,15,"A",3083
2010,2,15,"T",2532
2010,2,16,"A",1846
2010,2,16,"T",1115
2010,2,17,"A",259
2010,2,17,"T",123
2010,2,18,"A",12
2010,2,18,"T",8
2010,2,24,"A",6
2010,2,24,"T",5
2010,2,25,"A",976
2010,2,25,"T",466
2010,2,26,"A",313
2010,2,26,"T",145
2010,2,27,"A",488
2010,2,27,"T",391
2010,2,28,"A",457
2010,2,28,"T",314
2010,2,29,"A",1
2010,2,35,"A",15
2010,2,35,"T",2
2010,2,36,"A",3
2010,2,37,"A",4
2010,2,38,"A",7
2010,2,39,"A",12
2010,2,40,"A",51
2010,2,40,"T",2
2010,2,41,"A",94
2010,2,41,"T",17
2010,2,42,"A",58
2010,2,42,"T",39
2010,2,43,"A",36
2010,2,43,"T",18
2010,2,44,"A",7
2010,2,44,"T",2
2010,2,46,"A",59
2010,2,46,"T",7
2010,2,47,"A",55
2010,2,47,"T",17
2010,2,49,"A",4
2010,2,49,"T",2
2010,2,50,"A",9
2010,2,50,"T",6
2010,2,51,"A",10
2010,2,51,"T",6
2010,2,52,"A",30
2010,2,52,"T",17
2010,2,53,"A",80
2010,2,53,"T",39
2010,2,54,"A",135
2010,2,54,"T",41
2010,2,55,"A",52
2010,2,55,"T",64
2010,2,58,"T",2
2010,2,59,"A",25
2010,2,59,"T",11
2010,2,60,"A",27
2010,2,60,"T",5
2010,2,61,"A",117
2010,2,61,"T",56
2010,2,62,"A",229
2010,2,62,"T",170
2010,2,63,"A",70
2010,2,63,"T",41
2010,2,64,"A",57
2010,2,64,"T",86
2010,2,65,"A",115
2010,2,65,"T",55
2010,2,70,"A",6
2010,2,70,"T",2
2010,2,71,"A",17
2010,2,71,"T",28
2010,2,72,"A",74
2010,2,72,"T",66
2010,2,73,"A",77
2010,2,73,"T",73
2010,2,74,"A",94
2010,2,74,"T",83
2010,2,75,"A",84
2010,2,75,"T",63
2010,2,76,"A",127
2010,2,76,"T",104
2010,2,81,"A",1
2010,2,81,"T",1
2010,2,82,"A",113
2010,2,82,"T",158
2010,2,83,"A",1115
2010,2,83,"T",882
2010,2,84,"A",177
2010,2,84,"T",90
2010,2,85,"A",184
2010,2,85,"T",208
2010,2,86,"A",136
2010,2,86,"T",77
2010,2,87,"A",17
2010,2,87,"T",5
2010,2,92,"A",1
2010,2,92,"T",1
2010,2,93,"A",25
2010,2,93,"T",44
2010,2,94,"A",223
2010,2,94,"T",234
2010,2,95,"A",84
2010,2,95,"T",39
2010,2,96,"A",23
2010,2,96,"T",19
2010,2,102,"A",5
2010,2,102,"T",1
2010,2,103,"A",35
2010,2,103,"T",27
2010,2,104,"A",34
2010,2,104,"T",37
2010,2,105,"A",31
2010,2,105,"T",52
2010,2,106,"A",3
2010,2,106,"T",9
2010,2,107,"A",1
2010,2,113,"A",20
2010,2,113,"T",24
2010,2,114,"A",3
2010,2,114,"T",2
2010,2,115,"A",1
2010,2,115,"T",4
2010,2,116,"A",7
2010,2,116,"T",12
2010,2,NA,"A",42
2010,2,NA,"T",26
2007,10,1,"A",1
2007,10,3,"A",1
2007,10,3,"T",10
2007,10,4,"A",57
2007,10,4,"T",15
2007,10,5,"A",5
2007,10,5,"T",3
2007,10,6,"T",1
2007,10,14,"A",5
2007,10,14,"T",9
2007,10,15,"A",50
2007,10,15,"T",39
2007,10,16,"A",32
2007,10,16,"T",11
2007,10,17,"A",20
2007,10,17,"T",4
2007,10,18,"A",16
2007,10,18,"T",3
2007,10,24,"A",10
2007,10,24,"T",8
2007,10,25,"A",19
2007,10,25,"T",36
2007,10,26,"T",1
2007,10,27,"A",1
2007,10,27,"T",3
2007,10,28,"A",4
2007,10,28,"T",4
2007,10,29,"A",4
2007,10,29,"T",1
2007,10,30,"A",44
2007,10,30,"T",11
2007,10,35,"A",22
2007,10,35,"T",18
2007,10,36,"A",4
2007,10,36,"T",1
2007,10,37,"T",1
2007,10,38,"A",20
2007,10,38,"T",3
2007,10,39,"A",39
2007,10,39,"T",1
2007,10,40,"A",60
2007,10,40,"T",23
2007,10,41,"A",733
2007,10,41,"T",584
2007,10,42,"A",495
2007,10,42,"T",249
2007,10,43,"A",54
2007,10,43,"T",12
2007,10,44,"A",5
2007,10,46,"A",118
2007,10,46,"T",59
2007,10,47,"A",467
2007,10,47,"T",72
2007,10,48,"A",316
2007,10,48,"T",176
2007,10,49,"A",1695
2007,10,49,"T",802
2007,10,50,"A",1442
2007,10,50,"T",882
2007,10,51,"A",846
2007,10,51,"T",541
2007,10,52,"A",1674
2007,10,52,"T",941
2007,10,53,"A",1095
2007,10,53,"T",511
2007,10,54,"A",165
2007,10,54,"T",29
2007,10,55,"A",9
2007,10,55,"T",15
2007,10,57,"A",3
2007,10,57,"T",1
2007,10,58,"A",222
2007,10,58,"T",28
2007,10,59,"A",1190
2007,10,59,"T",631
2007,10,60,"A",2355
2007,10,60,"T",1342
2007,10,61,"A",2055
2007,10,61,"T",1113
2007,10,62,"A",2353
2007,10,62,"T",1782
2007,10,63,"A",2135
2007,10,63,"T",1567
2007,10,64,"A",953
2007,10,64,"T",648
2007,10,65,"A",37
2007,10,65,"T",8
2007,10,70,"A",171
2007,10,70,"T",27
2007,10,71,"A",2706
2007,10,71,"T",1175
2007,10,72,"A",2068
2007,10,72,"T",1638
2007,10,73,"A",503
2007,10,73,"T",510
2007,10,74,"A",270
2007,10,74,"T",334
2007,10,75,"A",400
2007,10,75,"T",164
2007,10,76,"A",33
2007,10,76,"T",3
2007,10,81,"A",1
2007,10,82,"A",501
2007,10,82,"T",436
2007,10,83,"A",656
2007,10,83,"T",576
2007,10,84,"A",357
2007,10,84,"T",190
2007,10,85,"A",421
2007,10,85,"T",335
2007,10,86,"A",107
2007,10,86,"T",55
2007,10,87,"A",4
2007,10,87,"T",2
2007,10,92,"A",12
2007,10,92,"T",2
2007,10,93,"A",691
2007,10,93,"T",403
2007,10,94,"A",378
2007,10,94,"T",445
2007,10,95,"A",238
2007,10,95,"T",94
2007,10,96,"A",150
2007,10,96,"T",22
2007,10,102,"A",1
2007,10,102,"T",2
2007,10,103,"A",21
2007,10,103,"T",5
2007,10,104,"A",33
2007,10,104,"T",23
2007,10,105,"A",1
2007,10,105,"T",3
2007,10,106,"A",2
2007,10,106,"T",3
2007,10,113,"A",9
2007,10,113,"T",6
2007,10,114,"A",10
2007,10,115,"T",1
2007,10,NA,"A",2
2010,2,3,"A",19
2010,2,3,"T",2
2010,2,4,"A",64
2010,2,4,"T",3
2010,2,5,"A",30
2010,2,5,"T",7
2010,2,6,"T",1
2010,2,14,"A",28
2010,2,14,"T",1
2010,2,15,"A",205
2010,2,15,"T",100
2010,2,16,"A",95
2010,2,16,"T",56
2010,2,17,"T",2
2010,2,25,"A",7
2010,2,25,"T",8
2010,2,26,"A",24
2010,2,26,"T",2
2010,2,27,"A",11
2010,2,27,"T",2
2010,2,28,"A",13
2010,2,28,"T",1
2010,2,37,"A",1
2010,2,42,"A",1
2010,2,43,"A",9
2010,2,54,"A",7
2010,2,54,"T",3
2010,2,55,"A",2
2010,2,60,"A",1
2010,2,65,"A",27
2010,2,65,"T",4
2010,2,71,"A",4
2010,2,76,"A",17
2010,2,94,"A",1
2010,2,104,"A",1
2010,2,105,"A",1
2010,2,106,"A",1
2010,2,113,"A",3
2010,2,113,"T",2
2010,2,114,"A",1
2010,2,116,"A",3
2007,10,1,"T",3
2007,10,3,"A",4
2007,10,3,"T",2
2007,10,4,"A",17
2007,10,4,"T",11
2007,10,5,"A",11
2007,10,5,"T",7
2007,10,6,"T",1
2007,10,13,"A",2
2007,10,13,"T",1
2007,10,14,"A",16
2007,10,14,"T",5
2007,10,15,"A",77
2007,10,15,"T",22
2007,10,16,"A",32
2007,10,16,"T",18
2007,10,17,"A",33
2007,10,17,"T",17
2007,10,18,"A",38
2007,10,18,"T",8
2007,10,24,"A",9
2007,10,25,"A",78
2007,10,25,"T",14
2007,10,26,"A",21
2007,10,26,"T",1
2007,10,27,"A",1
2007,10,28,"A",14
2007,10,28,"T",6
2007,10,29,"A",44
2007,10,29,"T",4
2007,10,30,"A",90
2007,10,30,"T",41
2007,10,35,"A",80
2007,10,35,"T",22
2007,10,36,"A",41
2007,10,36,"T",4
2007,10,37,"A",15
2007,10,37,"T",1
2007,10,38,"A",76
2007,10,38,"T",1
2007,10,39,"A",248
2007,10,39,"T",12
2007,10,40,"A",135
2007,10,40,"T",46
2007,10,41,"A",2090
2007,10,41,"T",1587
2007,10,42,"A",2427
2007,10,42,"T",991
2007,10,43,"A",336
2007,10,43,"T",41
2007,10,44,"A",5
2007,10,44,"T",3
2007,10,46,"A",121
2007,10,46,"T",19
2007,10,47,"A",613
2007,10,47,"T",49
2007,10,48,"A",193
2007,10,48,"T",34
2007,10,49,"A",860
2007,10,49,"T",395
2007,10,50,"A",677
2007,10,50,"T",457
2007,10,51,"A",306
2007,10,51,"T",192
2007,10,52,"A",1544
2007,10,52,"T",849
2007,10,53,"A",2113
2007,10,53,"T",1335
2007,10,54,"A",926
2007,10,54,"T",186
2007,10,55,"A",21
2007,10,55,"T",46
2007,10,57,"A",2
2007,10,58,"A",61
2007,10,58,"T",23
2007,10,59,"A",867
2007,10,59,"T",303
2007,10,60,"A",1375
2007,10,60,"T",1101
2007,10,61,"A",908
2007,10,61,"T",502
2007,10,62,"A",1102
2007,10,62,"T",1168
2007,10,63,"A",1964
2007,10,63,"T",2222
2007,10,64,"A",2158
2007,10,64,"T",1486
2007,10,65,"A",768
2007,10,65,"T",120
2007,10,70,"A",39
2007,10,70,"T",11
2007,10,71,"A",744
2007,10,71,"T",727
2007,10,72,"A",1054
2007,10,72,"T",559
2007,10,73,"A",562
2007,10,73,"T",471
2007,10,74,"A",871
2007,10,74,"T",747
2007,10,75,"A",1779
2007,10,75,"T",966
2007,10,76,"A",520
2007,10,76,"T",119
2007,10,81,"A",2
2007,10,81,"T",3
2007,10,82,"A",148
2007,10,82,"T",185
2007,10,83,"A",638
2007,10,83,"T",423
2007,10,84,"A",271
2007,10,84,"T",190
2007,10,85,"A",695
2007,10,85,"T",508
2007,10,86,"A",577
2007,10,86,"T",382
2007,10,87,"A",22
2007,10,87,"T",17
2007,10,92,"A",3
2007,10,92,"T",2
2007,10,93,"A",159
2007,10,93,"T",119
2007,10,94,"A",153
2007,10,94,"T",60
2007,10,95,"A",78
2007,10,95,"T",15
2007,10,96,"A",111
2007,10,96,"T",3
2007,10,102,"A",5
2007,10,102,"T",7
2007,10,103,"A",21
2007,10,103,"T",15
2007,10,104,"A",12
2007,10,104,"T",12
2007,10,105,"A",9
2007,10,105,"T",12
2007,10,106,"A",3
2007,10,106,"T",8
2007,10,113,"A",23
2007,10,113,"T",14
2007,10,114,"A",25
2007,10,114,"T",3
2007,10,115,"T",2
2007,10,116,"A",5
2007,10,116,"T",11
2007,10,NA,"A",3
2007,10,NA,"T",2
2007,10,1,"T",2
2007,10,3,"T",3
2007,10,4,"A",21
2007,10,4,"T",5
2007,10,5,"A",13
2007,10,5,"T",6
2007,10,13,"T",3
2007,10,14,"A",25
2007,10,14,"T",3
2007,10,15,"A",73
2007,10,15,"T",18
2007,10,16,"A",76
2007,10,16,"T",21
2007,10,17,"A",90
2007,10,17,"T",31
2007,10,18,"A",83
2007,10,18,"T",20
2007,10,24,"A",33
2007,10,24,"T",1
2007,10,25,"A",43
2007,10,25,"T",11
2007,10,26,"A",15
2007,10,26,"T",3
2007,10,27,"A",8
2007,10,27,"T",2
2007,10,28,"A",69
2007,10,28,"T",33
2007,10,29,"A",171
2007,10,29,"T",52
2007,10,30,"A",250
2007,10,30,"T",77
2007,10,35,"A",169
2007,10,35,"T",28
2007,10,36,"A",4
2007,10,36,"T",1
2007,10,37,"A",7
2007,10,38,"A",44
2007,10,39,"A",718
2007,10,39,"T",32
2007,10,40,"A",1861
2007,10,40,"T",335
2007,10,41,"A",3154
2007,10,41,"T",1853
2007,10,42,"A",3898
2007,10,42,"T",1692
2007,10,43,"A",869
2007,10,43,"T",55
2007,10,44,"A",8
2007,10,44,"T",2
2007,10,46,"A",4
2007,10,46,"T",1
2007,10,47,"A",31
2007,10,47,"T",1
2007,10,48,"A",67
2007,10,48,"T",4
2007,10,49,"A",459
2007,10,49,"T",46
2007,10,50,"A",220
2007,10,50,"T",99
2007,10,51,"A",372
2007,10,51,"T",107
2007,10,52,"A",1092
2007,10,52,"T",268
2007,10,53,"A",1642
2007,10,53,"T",1006
2007,10,54,"A",1281
2007,10,54,"T",310
2007,10,55,"A",57
2007,10,55,"T",93
2007,10,57,"A",4
2007,10,57,"T",1
2007,10,58,"A",17
2007,10,58,"T",3
2007,10,59,"A",338
2007,10,59,"T",29
2007,10,60,"A",563
2007,10,60,"T",217
2007,10,61,"A",782
2007,10,61,"T",334
2007,10,62,"A",1175
2007,10,62,"T",641
2007,10,63,"A",1045
2007,10,63,"T",635
2007,10,64,"A",2447
2007,10,64,"T",1711
2007,10,65,"A",1377
2007,10,65,"T",328
2007,10,70,"A",47
2007,10,70,"T",3
2007,10,71,"A",1601
2007,10,71,"T",617
2007,10,72,"A",833
2007,10,72,"T",547
2007,10,73,"A",309
2007,10,73,"T",158
2007,10,74,"A",163
2007,10,74,"T",167
2007,10,75,"A",1485
2007,10,75,"T",923
2007,10,76,"A",979
2007,10,76,"T",357
2007,10,81,"A",2
2007,10,81,"T",1
2007,10,82,"A",687
2007,10,82,"T",570
2007,10,83,"A",1514
2007,10,83,"T",1182
2007,10,84,"A",291
2007,10,84,"T",76
2007,10,85,"A",140
2007,10,85,"T",229
2007,10,86,"A",56
2007,10,86,"T",85
2007,10,87,"A",2
2007,10,87,"T",4
2007,10,92,"A",3
2007,10,92,"T",2
2007,10,93,"A",601
2007,10,93,"T",360
2007,10,94,"A",288
2007,10,94,"T",255
2007,10,95,"A",159
2007,10,95,"T",39
2007,10,96,"A",82
2007,10,96,"T",6
2007,10,102,"A",13
2007,10,102,"T",2
2007,10,103,"A",45
2007,10,103,"T",31
2007,10,104,"A",34
2007,10,104,"T",32
2007,10,105,"A",40
2007,10,105,"T",43
2007,10,106,"A",18
2007,10,106,"T",18
2007,10,113,"A",16
2007,10,113,"T",25
2007,10,114,"A",7
2007,10,114,"T",2
2007,10,115,"A",4
2007,10,115,"T",4
2007,10,116,"A",16
2007,10,116,"T",24
2007,10,NA,"A",1
2007,10,NA,"T",4
2003,8,3,"A",46
2003,8,3,"T",8
2003,8,4,"A",13
2003,8,4,"T",8
2003,8,5,"A",1
2003,8,5,"T",5
2003,8,14,"A",8
2003,8,14,"T",10
2003,8,15,"A",10
2003,8,15,"T",22
2003,8,16,"A",8
2003,8,16,"T",3
2003,8,17,"A",5
2003,8,17,"T",1
2003,8,18,"A",2
2003,8,24,"A",1
2003,8,24,"T",2
2003,8,25,"A",33
2003,8,25,"T",32
2003,8,26,"A",1
2003,8,26,"T",1
2003,8,29,"A",1
2003,8,30,"A",2
2003,8,35,"A",11
2003,8,36,"A",3
2003,8,36,"T",4
2003,8,37,"A",2
2003,8,38,"A",9
2003,8,39,"A",6
2003,8,40,"A",32
2003,8,40,"T",5
2003,8,41,"A",289
2003,8,41,"T",113
2003,8,42,"A",163
2003,8,42,"T",13
2003,8,43,"A",44
2003,8,43,"T",10
2003,8,44,"A",4
2003,8,44,"T",2
2003,8,46,"A",61
2003,8,46,"T",5
2003,8,47,"A",109
2003,8,47,"T",2
2003,8,48,"A",122
2003,8,48,"T",70
2003,8,49,"A",323
2003,8,49,"T",149
2003,8,50,"A",542
2003,8,50,"T",282
2003,8,51,"A",767
2003,8,51,"T",435
2003,8,52,"A",545
2003,8,52,"T",376
2003,8,53,"A",473
2003,8,53,"T",247
2003,8,54,"A",18
2003,8,54,"T",14
2003,8,55,"T",3
2003,8,57,"A",1
2003,8,58,"A",17
2003,8,58,"T",2
2003,8,59,"A",117
2003,8,59,"T",73
2003,8,60,"A",635
2003,8,60,"T",422
2003,8,61,"A",441
2003,8,61,"T",341
2003,8,62,"A",360
2003,8,62,"T",507
2003,8,63,"A",132
2003,8,63,"T",136
2003,8,64,"A",139
2003,8,64,"T",82
2003,8,65,"A",8
2003,8,65,"T",4
2003,8,69,"A",1
2003,8,70,"A",2
2003,8,70,"T",2
2003,8,71,"A",195
2003,8,71,"T",123
2003,8,72,"A",324
2003,8,72,"T",171
2003,8,73,"A",177
2003,8,73,"T",115
2003,8,74,"A",120
2003,8,74,"T",132
2003,8,75,"A",59
2003,8,75,"T",41
2003,8,76,"A",15
2003,8,76,"T",11
2003,8,81,"T",1
2003,8,82,"A",54
2003,8,82,"T",54
2003,8,83,"A",1000
2003,8,83,"T",416
2003,8,84,"A",1033
2003,8,84,"T",196
2003,8,85,"A",428
2003,8,85,"T",195
2003,8,86,"A",141
2003,8,86,"T",42
2003,8,87,"A",3
2003,8,87,"T",3
2003,8,92,"A",8
2003,8,92,"T",12
2003,8,93,"A",155
2003,8,93,"T",150
2003,8,94,"A",598
2003,8,94,"T",387
2003,8,95,"A",966
2003,8,95,"T",104
2003,8,96,"A",560
2003,8,96,"T",39
2003,8,103,"A",54
2003,8,103,"T",13
2003,8,104,"A",51
2003,8,104,"T",22
2003,8,105,"A",14
2003,8,105,"T",1
2003,8,106,"A",33
